SYMBOL,DATE,OPEN,HIGH,LOW,VOLUME,CLOSE
PPL,1/4/2005,142.4,143.1,140.5,3557300,142.15
PPL,1/5/2005,143,145.2,142,9431700,142.5
PPL,1/6/2005,143.5,146,143.5,6292400,144.9
PPL,1/7/2005,145.1,146.2,138,5083700,140.5
PPL,1/10/2005,142,142.8,138.55,4652100,142
PPL,1/11/2005,143.5,144,141,4574800,144
PPL,1/12/2005,143.7,144.2,139,3838500,139.45
PPL,1/13/2005,139.45,140.45,132.5,3068500,132.5
PPL,1/14/2005,130.5,142.4,130.5,7301900,142.4
PPL,1/17/2005,142,144,138.1,8444900,142.25
PPL,1/18/2005,141.25,142,139,1050900,139.7
PPL,1/19/2005,140,143,139.2,4299800,141.6
PPL,1/24/2005,143.3,144.5,140.7,3744200,141.25
PPL,1/25/2005,142.95,143.2,138.25,3024600,139
PPL,1/26/2005,139,140.35,136.9,3030100,138.35
PPL,1/27/2005,138.2,138.95,135.55,1719700,137.35
PPL,1/28/2005,139,139,130.5,3018100,131.25
PPL,1/31/2005,131.8,136.75,124.75,7909300,135.5
PPL,2/1/2005,137,141,136.5,6121600,140
PPL,2/2/2005,142.25,143,141.1,5866800,142.35
PPL,2/3/2005,143.5,144.25,142.9,5869100,143.95
PPL,2/4/2005,143.6,144.6,140.1,3763200,142.6
PPL,2/7/2005,143.9,147.35,142.85,8743400,147.1
PPL,2/8/2005,147.95,149,146.5,3003100,146.75
PPL,2/9/2005,146.5,147.9,145,2153900,146.9
PPL,2/10/2005,147,150.6,144.5,6472900,150.3
PPL,2/11/2005,150.5,158.9,150.25,9951600,156.6
PPL,2/14/2005,158.8,164.85,155,8904600,163.2
PPL,2/15/2005,163.75,166.7,160.2,10535700,164.8
PPL,2/16/2005,165.8,177.15,165.05,19052100,177
PPL,2/17/2005,190.25,190.25,187.6,12179800,190.25
PPL,2/18/2005,196,204.5,194.5,18739800,204.45
PPL,2/21/2005,206,219.75,201,23662800,219.75
PPL,2/22/2005,220,236,214,19962400,231.5
PPL,2/23/2005,232,246.85,227.25,19059900,244.5
PPL,2/24/2005,250,258,243,16769900,248
PPL,2/25/2005,249.8,255,243,13986600,249.5
PPL,2/28/2005,250,255,245.95,5055100,249.9
PPL,3/1/2005,252.85,261,250.15,7601300,258.5
PPL,3/2/2005,266,268.75,245.6,5242600,245.6
PPL,3/3/2005,235,264,235,5636700,264
PPL,3/4/2005,276,277.5,269.75,2103200,270
PPL,3/7/2005,274.8,274.8,260,4748900,261
PPL,3/8/2005,261,268,253,5756000,265
PPL,3/9/2005,274,284.85,268,7758100,284.85
PPL,3/10/2005,306,306.2,287,8236000,292.05
PPL,3/11/2005,297,304,293.05,5804000,302.9
PPL,3/14/2005,317,317,305,6475400,305.1
PPL,3/15/2005,305.1,318,305,9221100,314.9
PPL,3/16/2005,320,320.4,299.2,5168800,299.2
PPL,3/17/2005,297,300,284.25,4020900,284.25
PPL,3/18/2005,275,298,271.1,5645800,273
PPL,3/21/2005,265,269.5,259.35,9863200,265
PPL,3/22/2005,270,278,251.75,6605200,251.75
PPL,3/24/2005,239.2,249,239.2,415300,239.2
PPL,3/25/2005,227.25,227.25,227.25,67700,227.25
PPL,3/28/2005,215.9,215.9,215.9,53000,215.9
PPL,3/29/2005,215.9,225,205.15,13089900,222
PPL,3/30/2005,226,238.65,223,13879700,237
PPL,3/31/2005,237,240,225.15,5776700,225.15
PPL,4/1/2005,213.9,225,213.9,2148800,213.9
PPL,4/4/2005,213.9,229.9,207,10422600,229.9
PPL,4/5/2005,229,237,218.45,10035900,218.45
PPL,4/6/2005,216,223,207.55,3561500,207.55
PPL,4/7/2005,205,215.9,198,13469300,213.75
PPL,4/8/2005,214,215.9,203.1,11686700,210
PPL,4/11/2005,213.65,214.45,199.5,3760200,199.5
PPL,4/12/2005,189.55,189.55,189.55,543500,189.55
PPL,4/13/2005,180.1,191.5,180.1,8618400,186
PPL,4/14/2005,189.95,189.95,176.7,9033400,182
PPL,4/15/2005,182,193.95,178.05,13084100,192.95
PPL,4/18/2005,189,189,183.35,1742800,183.35
PPL,4/19/2005,174.2,177,174.2,691800,174.2
PPL,4/20/2005,165.5,167.7,165.5,1719700,165.5
PPL,4/21/2005,167,175.25,165.6,7701000,169
PPL,4/25/2005,172.5,173,160.55,1971100,160.55
PPL,4/26/2005,152.55,164.7,152.55,9106900,163.6
PPL,4/27/2005,164.6,171.75,161,12382800,171.75
PPL,4/28/2005,172.5,172.55,163.2,5979500,163.65
PPL,4/29/2005,162,168,156.1,5119900,159.9
PPL,5/2/2005,163,163.8,151.95,3459200,151.95
PPL,5/3/2005,150,155,145,5131200,152.5
PPL,5/4/2005,151.95,158.9,150.1,9301100,158.1
PPL,5/5/2005,157.35,166,156.25,12456500,166
PPL,5/6/2005,167.9,174.3,166.1,11292000,174.3
PPL,5/9/2005,173.5,183,172,9765400,183
PPL,5/10/2005,186,192.15,182.1,19651000,188.65
PPL,5/11/2005,188.65,195.45,186.8,13726100,190.6
PPL,5/12/2005,192,193.5,181.1,7941000,181.1
PPL,5/13/2005,175.5,188.9,175.5,12919300,185.75
PPL,5/16/2005,185.75,189.25,176.5,8925900,177.95
PPL,5/17/2005,178,184.9,176.5,16055700,180.9
PPL,5/18/2005,182.2,183.9,178.1,10935500,179
PPL,5/19/2005,183,184.6,180.65,10285700,182.5
PPL,5/20/2005,182.6,183.9,175.3,5421300,176.2
PPL,5/23/2005,168.1,169.9,167.4,861500,167.4
PPL,5/24/2005,159.5,165.25,159.05,6368300,164
PPL,5/25/2005,167,172.2,163.9,14514900,171.9
PPL,5/26/2005,173,175.2,163.35,11075400,163.35
PPL,5/27/2005,160,164.8,155.2,6613200,155.2
PPL,5/30/2005,156.25,162.95,155,5828700,162.9
PPL,5/31/2005,162.5,171,161,12623800,171
PPL,6/1/2005,172.3,179.55,172.3,8546000,179.55
PPL,6/2/2005,186,188.5,185.25,4747100,188.5
PPL,6/3/2005,193,197.9,190,24890300,196.1
PPL,6/6/2005,187,195.75,186.3,13782200,190.8
PPL,6/7/2005,200,200.3,197.25,9219400,200.3
PPL,6/8/2005,200,208.25,190.3,30766700,195.9
PPL,6/9/2005,198.3,202.5,196.55,11160400,197.3
PPL,6/10/2005,199.5,199.75,191.55,8397700,193.1
PPL,6/13/2005,198.35,202.75,197.15,12556800,202.75
PPL,6/14/2005,203,207.4,199.35,20073800,206.85
PPL,6/15/2005,210.9,217.15,210.5,15154300,217.15
PPL,6/16/2005,218,221.25,207.6,17789200,208.9
PPL,6/17/2005,208.9,214.9,208,14911000,213.5
PPL,6/20/2005,213.5,224.15,213.5,12422600,224.15
PPL,6/21/2005,223.9,225.9,216.5,15720800,219.75
PPL,6/22/2005,220,222.5,213.5,13406500,214.5
PPL,6/23/2005,213.9,217.5,203.8,12336600,216
PPL,6/24/2005,216.5,217.5,206.5,16662800,208.5
PPL,6/27/2005,208.4,214.4,206,12159600,212
PPL,6/28/2005,212.5,219.7,212.5,13383000,216.05
PPL,6/29/2005,216.5,218.45,214,7484000,217.15
PPL,6/30/2005,217.15,219.5,214,7232100,215.1
PPL,7/1/2005,216.9,218.3,214.5,4835800,214.5
PPL,7/4/2005,214.5,218.25,213.6,6351800,216.05
PPL,7/5/2005,216.6,223,215.6,10374600,221.35
PPL,7/6/2005,219.75,223.3,218,9864900,218.55
